"Unique.Code","Date","Time","Species","Count","Origin","ox","oy","Destination","dx","dy","Comments"
"1391","13/02/2017","12:33","Brent Goose (Dark-bellied)","16","P54",467116.06502043,101304.11723772,"P52",467459.27614198,101381.65553922,NA
"1398","13/02/2017","13:05","Brent Goose (Dark-bellied)","50","P54",467116.06502043,101304.11723772,"P52",467459.27614198,101381.65553922,NA
"1392","13/02/2017","12:33","Oystercatcher","20","P54",467116.06502043,101304.11723772,"P52",467459.27614198,101381.65553922,NA
"2474","24/02/2017","11:05","Brent Goose (Dark-bellied)","3","P20",466919.08103441,101369.10303087,"P54",467116.06502043,101304.11723772,NA
"1380","13/02/2017","10:42","Brent Goose (Dark-bellied)","2","P52",467459.27614198,101381.65553922,"P54",467116.06502043,101304.11723772,NA
"1382","13/02/2017","11:03","Brent Goose (Dark-bellied)","2","P52",467459.27614198,101381.65553922,"P54",467116.06502043,101304.11723772,NA
"1384","13/02/2017","11:10","Brent Goose (Dark-bellied)","1","P52",467459.27614198,101381.65553922,"P54",467116.06502043,101304.11723772,NA
"1385","13/02/2017","11:16","Brent Goose (Dark-bellied)","5","P52",467459.27614198,101381.65553922,"P54",467116.06502043,101304.11723772,NA
"2511","27/01/2017","12:20","Brent Goose (Dark-bellied)","67","P68",462636.97154043,105619.51969742,"P67",462466.14945045,105564.55793833,NA
"304","31/10/2016","12:38","Dunlin","900","P73",468279.54646078,103393.89124735,"P72",468981.07993983,103332.24413924,NA
"552","10/01/2017","09:03","Brent Goose (Dark-bellied)","13","P40A",464733.75658388,103304.95598697,"P80",464642.14782659,103905.97822138,NA
"555","10/01/2017","09:16","Brent Goose (Dark-bellied)","18","P40A",464733.75658388,103304.95598697,"P80",464642.14782659,103905.97822138,NA
"1644","24/02/2017","08:50","Brent Goose (Dark-bellied)","135","P40A",464733.75658388,103304.95598697,"P80",464642.14782659,103905.97822138,NA
"1406","13/02/2017","07:20","Brent Goose (Dark-bellied)","4","P80",464642.14782659,103905.97822138,"P80",464642.14782659,103905.97822138,NA
"1634","24/02/2017","06:45","Brent Goose (Dark-bellied)","52","P80",464642.14782659,103905.97822138,"P80",464642.14782659,103905.97822138,NA
"2242","10/03/2017","08:05","Brent Goose (Dark-bellied)","100","P85",467631.30876778,103073.14324513,"P85",467631.30876778,103073.14324513,NA
"7","09/11/2016","10:12","Black-tailed Godwit","16","F78",462403.4048222,104166.1888129,"P92",461757.94438153,104259.25310203,NA
"4","09/11/2016","10:02","Turnstone","42","P93",462576.26816624,104782.51780512,"P93",462576.26816624,104782.51780512,NA
"2488","27/01/2017","09:02","Brent Goose (Dark-bellied)","64","P102",462370.61562604,105084.04771898,"P94",462860.04457978,105614.07715795,NA
"2487","27/01/2017","09:00","Brent Goose (Dark-bellied)","200","P68",462636.97154043,105619.51969742,"P98",462451.68569693,104948.91176844,NA
"228","31/10/2016","12:45","Brent Goose (Dark-bellied)","8","F78",462403.4048222,104166.1888129,"Portsmouth Harbour - 17425",NA,NA,NA
"CM_NEW_141","31/10/2016","13:40","Brent Goose (Dark-bellied)","4","P11",467506.6530882,103011.14040931,"Portsmouth Harbour - 17425",NA,NA,NA
"381","31/10/2016","14:50","Brent Goose (Dark-bellied)","54","P11",467506.6530882,103011.14040931,"Portsmouth Harbour - 17425",NA,NA,NA
"2495","27/01/2017","10:32","Brent Goose (Dark-bellied)","48","P98",462451.68569693,104948.91176844,"Portsmouth Harbour - 17425",NA,NA,NA
"853","27/01/2017","11:57","Brent Goose (Dark-bellied)","465","G47",460980.46075965,100265.72240807,"Portsmouth Harbour - 17426",NA,NA,NA
"1360.2","13/02/2017","12:32","Brent Goose (Dark-bellied)","30","P52",467459.27614198,101381.65553922,"P23B",467758.77497234,100140.75406065,NA
