"ID","Longitude","Latitude","Time","Habitat","Crop protection","Disturbance","Comments","Recorder","Date"
39983,50.80455,-0.87120,"12:29","Arable-bare/ploughed","","None","","David Stevenson","10/02/2016"
39982,50.79673,-0.84578,"12:12","Arable-Stubble","","None","","David Stevenson","10/02/2016"
39981,50.79660,-0.84410,"12:12","Arable-emerging cereal crop","","None","","David Stevenson","10/02/2016"
39977,50.80314,-0.83372,"11:44","Other","","None","Private land","David Stevenson","10/02/2016"
39976,50.80103,-0.83131,"11:36","Arable-Stubble","","None","","David Stevenson","10/02/2016"
39971,50.81594,-0.80651,"10:51","Arable-Stubble","","None","","David Stevenson","10/02/2016"
39970,50.81938,-0.80647,"10:50","Arable-bare/ploughed","","None","","David Stevenson","10/02/2016"
39968,50.81998,-0.81071,"10:44","Arable-Stubble","","None","","David Stevenson","10/02/2016"
39955,50.82486,-0.81043,"09:50","Permanent pasture","","None","","David Stevenson","10/02/2016"
39954,50.82344,-0.80943,"09:50","Permanent pasture","","None","","David Stevenson","10/02/2016"
39953,50.82492,-0.80857,"09:49","Arable-emerging cereal crop","","None","","David Stevenson","10/02/2016"
39892,50.78716,-1.16065,"11:25","Playing field","","Dog-walker at least one dog off lead","Stanley Park - recreational . Lots of activity but no birds.","David Stevenson","06/02/2016"
39889,50.77807,-1.14678,"11:15","Ruderal/Scrubby Grassland","","Dog-walker at least one dog off lead","","David Stevenson","06/02/2016"
39884,50.79669,-1.12794,"09:28","Playing field","","Sport/amenity","Football club setting up for training but flock of 300 Dark bellied Brent geese circling over the field looking to land. Had to fly elsewhere.","David Stevenson","06/02/2016"
39852,50.79673,-1.12812,"17:03","Playing field","","None","","David Stevenson","02/02/2016"
39832,50.77349,-1.13837,"15:24","Sand/shingle bank","","Dog-walker at least one dog off lead","","David Stevenson","02/02/2016"
39830,50.77455,-1.13578,"15:12","Sand/shingle bank","","Dog-walker at least one dog off lead","I&#039;ve often seen sanderling here before","David Stevenson","02/02/2016"
39758,50.82018,-1.23992,"14:28","Other","None","None","","David Mallard","30/01/2016"
39748,50.78985,-1.13464,"15:50","Other","","None","Roosting pontoons seem to have completely disappeared or sunk","David Stevenson","30/01/2016"
39745,50.78027,-1.15271,"15:39","Sand/shingle bank","","Dog-walker at least one dog off lead","Quite a lot of weekend activity going on","David Stevenson","30/01/2016"
39744,50.78273,-1.15680,"15:38","Sand/shingle bank","","Dog-walker at least one dog off lead","","David Stevenson","30/01/2016"
39728,50.81728,-0.87710,"14:30","Arable-emerging cereal crop","None","None","Fallow field.","John Arnott","28/01/2016"
39725,50.81229,-0.87567,"15:46","Sand/shingle bank","None","None","C7F empty","John Arnott","28/01/2016"
39723,50.81414,-0.87936,"14:59","Arable-emerging cereal crop","None","None","","John Arnott","28/01/2016"
39719,50.83748,-1.11357,"16:40","Other","","None","No birds even after closing. Porchester castle","David Stevenson","28/01/2016"
39704,50.83963,-1.07726,"15:48","Ruderal/Scrubby Grassland","","None","","David Stevenson","28/01/2016"
39702,50.82355,-1.04358,"15:35","Playing field","","None","","David Stevenson","28/01/2016"
39700,50.81488,-1.06048,"15:29","Playing field","","None","As seen from car","David Stevenson","28/01/2016"
39698,50.81635,-1.04859,"15:22","Golf course","","None","","David Stevenson","28/01/2016"
39695,50.82557,-1.06383,"15:13","Playing field","","None","","David Stevenson","28/01/2016"
39693,50.80077,-1.05042,"14:52","Ruderal/Scrubby Grassland","","Dog-walker with dog(s) on lead","As seen from car","David Stevenson","28/01/2016"
39690,50.79886,-1.04104,"14:47","Ruderal/Scrubby Grassland","","Dog-walker at least one dog off lead","As seen from car","David Stevenson","28/01/2016"
39679,50.78817,-1.03641,"13:27","Ruderal/Scrubby Grassland","","Dog-walker at least one dog off lead","","David Stevenson","28/01/2016"
39660,50.78189,-1.06308,"12:45","Golf course","","None","","David Stevenson","28/01/2016"
39659,50.78182,-1.06514,"12:44","Playing field","","None","","David Stevenson","28/01/2016"
39658,50.78204,-1.06756,"12:43","Playing field","","None","","David Stevenson","28/01/2016"
39650,50.78069,-1.08557,"12:04","Playing field","","Dog-walker at least one dog off lead","","David Stevenson","28/01/2016"
39649,50.78194,-1.08971,"12:02","Playing field","","None","","David Stevenson","28/01/2016"
39648,50.77901,-1.08754,"12:00","Playing field","","Walker","","David Stevenson","28/01/2016"
39647,50.78075,-1.08803,"11:59","Playing field","","None","","David Stevenson","28/01/2016"
39643,50.78299,-1.09271,"11:51","Playing field","","Dog-walker with dog(s) on lead","","David Stevenson","28/01/2016"
39640,50.78437,-1.09591,"11:44","Playing field","","Dog-walker at least one dog off lead","","David Stevenson","28/01/2016"
39639,50.78673,-1.09816,"11:43","Playing field","","Dog-walker with dog(s) on lead","","David Stevenson","28/01/2016"
39638,50.78794,-1.10217,"11:40","Other","","Walker","Bastion","David Stevenson","28/01/2016"
39633,50.79603,-1.09717,"11:28","Playing field","","Farm/grounds maintenance","","David Stevenson","28/01/2016"
39632,50.82478,-1.09610,"11:17","Other","","Shooting","Shooting range","David Stevenson","28/01/2016"
39630,50.82637,-1.09213,"11:14","Permanent pasture","","Shooting","","David Stevenson","28/01/2016"
39600,"50.84385N","0.9602W","13:30","Arable-emerging cereal crop","None","Dog-walker with dog(s) on lead","","Ed Rowsell","26/01/2016"
39599,"50.84521N","0.95471W","13:30","Arable-Stubble","None","None","","Ed Rowsell","26/01/2016"
39555,50.78315,-0.95753,"14:01","Other","","None","Caravan/camping park","David Stevenson","25/01/2016"
39552,"50.84095N","0.98738W","13:00","Permanent pasture","None","Walker","","Ed Rowsell","25/01/2016"
39549,"50.84071N","0.99612W","13:00","Amenity Grassland","None","Walker","","Ed Rowsell","25/01/2016"
39548,50.78516,-0.95199,"13:46","Golf course","","Farm/grounds maintenance","","David Stevenson","25/01/2016"
39546,50.79053,-0.95633,"13:40","Saltmarsh","","None","","David Stevenson","25/01/2016"
39545,50.78822,-0.95392,"13:39","Saltmarsh","","None","","David Stevenson","25/01/2016"
39543,50.78448,-0.96710,"13:25","Playing field","","Dog-walker at least one dog off lead","","David Stevenson","25/01/2016"
39542,50.80244,-0.97414,"13:21","Arable-bare/ploughed","","None","","David Stevenson","25/01/2016"
39541,50.80295,-0.97117,"13:20","Permanent pasture","","None","","David Stevenson","25/01/2016"
39540,50.80497,-0.97613,"13:15","Arable-emerging broadleaved crop","","None","","David Stevenson","25/01/2016"
39536,50.81092,-0.96238,"12:35","Saltmarsh","","None","","David Stevenson","25/01/2016"
39532,50.81898,-0.96358,"11:56","Arable-Stubble","","None","","David Stevenson","25/01/2016"
39531,50.81898,-0.96358,"11:56","Arable-Stubble","","None","","David Stevenson","25/01/2016"
39530,50.81917,-0.95972,"11:55","Permanent pasture","","None","","David Stevenson","25/01/2016"
39529,50.82489,-0.95158,"11:42","Permanent pasture","","None","I haven&#039;t been over to Northney marshes otherwise I would&#039;ve put up over 2000 DBBrents but I will do when there are no Brents","David Stevenson","25/01/2016"
39526,50.82241,-0.96843,"11:32","Arable-emerging cereal crop","","None","","David Stevenson","25/01/2016"
39525,50.82233,-0.96558,"11:26","Arable-Stubble","","None","","David Stevenson","25/01/2016"
39524,50.82462,-0.96651,"11:25","Arable-emerging cereal crop","","None","","David Stevenson","25/01/2016"
39523,50.82753,-0.95748,"11:20","Permanent pasture","","None","Northney Farm. Nothing visible from the car park but small flocks of DBBrents flying low across this area","David Stevenson","25/01/2016"
39522,50.82726,-0.96113,"11:19","Permanent pasture","","None","","David Stevenson","25/01/2016"
39521,50.82683,-0.96409,"11:18","Permanent pasture","","None","","David Stevenson","25/01/2016"
39516,"50.81537N","0.84076W","12:00","Arable-emerging cereal crop","None","None","","james Parkin","25/01/2016"
39515,"50.81869N","0.84988W","11:50","Arable-emerging cereal crop","None","None","","james Parkin","25/01/2016"
39513,"50.82517N","0.8496W","11:36","Arable-emerging cereal crop","None","None","","james Parkin","25/01/2016"
39512,"50.83197N","0.84608W","11:35","Arable-emerging cereal crop","None","None","","james Parkin","25/01/2016"
39510,"50.84011N","0.86346W","10:10","Arable-emerging cereal crop","None","None","","james Parkin","25/01/2016"
39509,50.82982,-0.95630,"10:34","Permanent pasture","","None","","David Stevenson","25/01/2016"
39508,"50.83629N","0.84904W","11:30","Arable-emerging cereal crop","None","None","","james Parkin","25/01/2016"
39505,50.83082,-0.95729,"10:32","Saltmarsh","","None","","David Stevenson","25/01/2016"
39503,50.83144,-0.95846,"10:30","Saltmarsh","","None","","David Stevenson","25/01/2016"
39500,"50.78757N","0.89846W","09:10","Arable-emerging cereal crop","Banger","None","and streams as crop protection","james Parkin","25/01/2016"
39491,50.82780,-0.97098,"10:01","Arable-Stubble","","None","","David Stevenson","25/01/2016"
39490,50.83032,-0.97066,"10:01","Permanent pasture","","None","","David Stevenson","25/01/2016"
39489,50.82989,-0.97139,"10:00","Permanent pasture","","None","","David Stevenson","25/01/2016"
39485,50.83007,-0.97276,"09:44","Arable-emerging broadleaved crop","","None","","David Stevenson","25/01/2016"
39484,50.83191,-0.97230,"09:42","Permanent pasture","","None","","David Stevenson","25/01/2016"
39471,"50.80468N","0.81364W","14:40","Permanent pasture","","Shooting","Three people wildfowling","Anne de Potier","24/01/2016"
39470,"50.80468N","0.81386W","14:40","","","","","Anne de Potier","24/01/2016"
39429,"50.81671N","0.98314W","14:10","Permanent pasture","","","no Curlews or Brent seen today but late in tide cycle and I don't think they have been using them much this winter if at all in the case of Brent but last winter it was heavily used by geese and c.50 Curlews - it wasn't grazed hard enough in late summer/autumn and with the very mild early winter the grass kept on growing making it perhaps a bit rank.","Peter Potts","23/01/2016"
39428,"50.81399N","0.9823W","14:00","Arable-Stubble","","","this field used to get Curlews on years ago but I haven't seen them using it for many years no idea why doesn't seem to have changed much - it does have over head cables crossing it may be less attractive?","Peter Potts","23/01/2016"
39426,"50.81245N","0.98531W","14:00","Permanent pasture","","","this wet pasture is often used by feeding Curlews in good numbers c.50 and by gulls esp. Med Gulls in early spring. No birds seen here today but tide had dropped off","Peter Potts","23/01/2016"
39425,"50.81948N","0.96003W","16:10","Permanent pasture","","","this can be a good Brent field and is used by Curlew and Lapwing at some stage most winters","Peter Potts","23/01/2016"
39360,50.77913,-0.86837,"13:12","Arable-emerging cereal crop","","None","","David Stevenson","22/01/2016"
39359,50.78323,-0.86886,"13:11","Arable-emerging cereal crop","","None","","David Stevenson","22/01/2016"
39357,50.77775,-0.87099,"13:05","Arable-emerging cereal crop","","None","","David Stevenson","22/01/2016"
39356,50.77429,-0.86786,"13:01","Arable-bare/ploughed","","None","","David Stevenson","22/01/2016"
39355,50.77525,-0.86603,"13:00","Arable-emerging cereal crop","","None","","David Stevenson","22/01/2016"
39354,50.77308,-0.86631,"12:58","Arable-emerging cereal crop","","None","7 Herring gulls feeding/resting","David Stevenson","22/01/2016"
39353,50.77337,-0.87492,"12:45","Playing field","","None","","David Stevenson","22/01/2016"
39349,50.77286,-0.88436,"12:36","Arable-bare/ploughed","","None","","David Stevenson","22/01/2016"
39348,50.77347,-0.89060,"12:34","Arable-emerging broadleaved crop","","None","","David Stevenson","22/01/2016"
39347,50.77444,-0.88790,"12:32","Arable-bare/ploughed","","None","","David Stevenson","22/01/2016"
39345,50.77624,-0.89149,"12:26","Arable-emerging broadleaved crop","","None","","David Stevenson","22/01/2016"
39343,50.77661,-0.90105,"12:17","Arable-bare/ploughed","","None","","David Stevenson","22/01/2016"
39342,50.78480,-0.88798,"12:04","Permanent pasture","","None","","David Stevenson","22/01/2016"
39341,50.78567,-0.88933,"12:03","Arable-emerging broadleaved crop","","None","","David Stevenson","22/01/2016"
39340,50.78697,-0.88753,"12:03","Arable-emerging broadleaved crop","","None","","David Stevenson","22/01/2016"
39324,50.80349,-0.86180,"10:01","Permanent pasture","","None","","David Stevenson","22/01/2016"
39323,50.80436,-0.86238,"09:57","Ruderal/Scrubby Grassland","","None","Heather n scrub area","David Stevenson","22/01/2016"
39321,50.80597,-0.86473,"09:51","Other","","None","Sailing club","David Stevenson","22/01/2016"
39320,50.79698,-0.84470,"09:32","Arable-emerging broadleaved crop","","None","","David Stevenson","22/01/2016"
39319,50.79777,-0.84805,"09:30","Arable-Stubble","","None","","David Stevenson","22/01/2016"
39318,50.79765,-0.85103,"09:29","Arable-emerging broadleaved crop","","None","","David Stevenson","22/01/2016"
39315,50.81895,-0.80385,"08:56","Arable-Stubble","","None","","David Stevenson","22/01/2016"
39314,50.81575,-0.80689,"08:55","Arable-Stubble","","None","","David Stevenson","22/01/2016"
39313,50.81944,-0.80638,"08:54","Arable-bare/ploughed","","None","","David Stevenson","22/01/2016"
39312,50.81689,-0.81059,"08:50","Arable-emerging cereal crop","","None","","David Stevenson","22/01/2016"
39310,50.82014,-0.81114,"08:45","Arable-emerging cereal crop","","None","","David Stevenson","22/01/2016"
39287,50.80513,-1.13672,"10:51","Playing field","","Dog-walker at least one dog off lead","Lots of general park activity","David Stevenson","21/01/2016"
39257,50.82795,-1.04634,"10:28","Playing field","","None","","David Stevenson","20/01/2016"
39253,50.82090,-1.09413,"09:52","Other","","None","No bird activity along motorway bank or on the water","David Stevenson","20/01/2016"
39251,50.82451,-1.09589,"09:43","Other","","None","MOD shooting range. No apparent bird activity","David Stevenson","20/01/2016"
39069,50.80889,-0.97976,"16:20","Arable-emerging broadleaved crop","","None","","David Stevenson","14/01/2016"
39068,50.80532,-0.97654,"16:17","Arable-emerging broadleaved crop","","None","","David Stevenson","14/01/2016"
39067,50.80078,-0.98238,"16:14","Arable-bare/ploughed","","None","","David Stevenson","14/01/2016"
39064,50.78516,-0.95251,"15:44","Playing field","","Dog-walker at least one dog off lead","","David Stevenson","14/01/2016"
39063,50.80132,-0.97587,"15:27","Arable-bare/ploughed","","None","","David Stevenson","14/01/2016"
39062,50.79533,-0.96884,"15:25","Permanent pasture","","None","Beside golf course car park","David Stevenson","14/01/2016"
39061,50.80050,-0.96785,"15:13","Ruderal/Scrubby Grassland","","None","","David Stevenson","14/01/2016"
39060,50.79997,-0.96491,"15:12","Permanent pasture","","None","","David Stevenson","14/01/2016"
39059,50.80499,-0.97637,"15:05","Arable-emerging broadleaved crop","","None","","David Stevenson","14/01/2016"
39058,50.80626,-0.97025,"15:02","Saltmarsh","","Other","Boatyard activity probably makes it quiet here","David Stevenson","14/01/2016"
39056,50.81536,-0.96761,"14:44","Arable-emerging cereal crop","","None","","David Stevenson","14/01/2016"
39055,50.81688,-0.96645,"14:42","Arable-emerging cereal crop","","None","","David Stevenson","14/01/2016"
39054,50.81341,-0.95809,"14:25","Permanent pasture","","None","","David Stevenson","14/01/2016"
39053,50.81232,-0.95859,"14:23","Permanent pasture","","None","","David Stevenson","14/01/2016"
39051,50.81811,-0.95635,"14:08","Ruderal/Scrubby Grassland","","None","","David Stevenson","14/01/2016"
39050,50.81895,-0.96426,"14:05","Arable-Stubble","","None","","David Stevenson","14/01/2016"
39049,50.81960,-0.96144,"14:01","Permanent pasture","","None","","David Stevenson","14/01/2016"
39048,50.82119,-0.96549,"13:57","Arable-Stubble","","Dog-walker at least one dog off lead","","David Stevenson","14/01/2016"
39046,50.82345,-0.95939,"13:51","Arable-emerging broadleaved crop","","None","","David Stevenson","14/01/2016"
39044,50.82825,-0.96358,"13:31","Permanent pasture","","None","","David Stevenson","14/01/2016"
39040,50.82831,-0.96762,"13:19","Ruderal/Scrubby Grassland","","None","","David Stevenson","14/01/2016"
39030,50.83143,-0.97525,"12:23","Arable-Stubble","","None","","David Stevenson","14/01/2016"
38981,50.81797,-1.04602,"16:08","Golf course","","Sport/amenity","","David Stevenson","13/01/2016"
38980,50.81391,-1.04426,"15:50","Golf course","","None","","David Stevenson","13/01/2016"
38978,50.78771,-1.09681,"15:19","Playing field","","Dog-walker at least one dog off lead","","David Stevenson","13/01/2016"
38977,50.78733,-1.09975,"15:18","Playing field","","Farm/grounds maintenance","","David Stevenson","13/01/2016"
38975,50.78168,-1.06400,"15:06","Playing field","","None","No birds present - Pitch &amp; Putt","David Stevenson","13/01/2016"
38971,50.78822,-1.03641,"14:49","Ruderal/Scrubby Grassland","","Dog-walker at least one dog off lead","No obvious use for target species","David Stevenson","13/01/2016"
38969,50.79297,-1.03220,"14:36","Other","","Sailing Boat","No notable roosting while driving past but I did see some Mute Swans","David Stevenson","13/01/2016"
38968,50.79064,-1.04958,"14:29","Playing field","","Sport/amenity","No birds present - Bransbury Park","David Stevenson","13/01/2016"
38966,50.80222,-1.04529,"14:06","Amenity Grassland","","Dog-walker at least one dog off lead","Virtually no activity on the common. Used by dog walkers. Handful of BHGs drifting about.","David Stevenson","13/01/2016"
38959,50.83862,-1.09462,"12:50","Amenity Grassland","","Other","Recycle centre at Port Solent. Pretty ropey access but not birds present.","David Stevenson","13/01/2016"
38955,50.83589,-1.11470,"12:05","Other","","Dog-walker at least one dog off lead","No bird species on or off shore from anywhere around Portchester Castle except Gr Crested Grebe and RB Merganser. General use on shore from walkers, dogs off lead","David Stevenson","13/01/2016"
38954,50.83714,-1.11425,"12:02","Other","","Walker","Portchester Castle - No bird species within castle. General use from visitors.","David Stevenson","13/01/2016"
38948,50.84008,-1.11548,"11:33","Playing field","","Dog-walker at least one dog off lead","No birds present at all","David Stevenson","13/01/2016"
38929,"50.82915N","1.02572W","13:15","Permanent pasture","None","Farm/grounds maintenance","Workers and volunteers cutting back hedges","Robert Lee","12/01/2016"
38872,"50.80534N","0.91325W","12:40","Ruderal/Scrubby Grassland","None","None","","Andy Scott","10/01/2016"
38871,"50.80947N","0.91616W","12:15","Amenity Grassland","None","Walker","","Andy Scott","10/01/2016"
38870,"50.81174N","0.9141W","12:15","Amenity Grassland","None","Walker","","Andy Scott","10/01/2016"
38869,"50.81945N","0.91316W","12:00","Amenity Grassland","None","None","","Andy Scott","10/01/2016"
38868,"50.81952N","0.91333W","12:00","Amenity Grassland","None","None","","Andy Scott","10/01/2016"
38742,50.85137,-1.31784,"09:15","Other","","","","Andrew Balmer","06/01/2016"
38723,"50.78173N","1.0642W","13:00","Amenity Grassland","None","Walker","","Ed Rowsell","05/01/2016"
38717,50.8401209221521,-0.863628387451172,"10:45","Arable-emerging cereal crop","None","None"," ""Field shows evidence of having been grazed""","Adam Sennitt","08/12/2015"
38709,50.8369500605472,-0.890922546386719,"09:00","Arable-emerging broadleaved crop","None","None"," ""Crop already largely eaten down""","Adam Sennitt","09/12/2015"
38707,50.8369500605472,-0.890922546386719,"12:00","Arable-emerging broadleaved crop","None","None"," ""Crop already largely eaten down""","Adam Sennitt","03/12/2015"
38687,"50.8384N","0.91747W","10:00","Permanent pasture","None","None","No birds on series of fields.","Ed Rowsell","05/01/2016"
38686,"50.84008N","0.86322W","10:00","Arable-emerging cereal crop","None","None","","Ed Rowsell","05/01/2016"
38552,50.85045,-1.31587,"08:49","Sand/shingle bank","","","","Andrew Balmer","30/12/2015"
38504,50.78277,-1.15773,"11:09","Sand/shingle bank","","Walker","Usual wader roost","David Stevenson","28/12/2015"
38502,50.78033,-1.14938,"11:02","Playing field","","Dog-walker at least one dog off lead","","David Stevenson","28/12/2015"
38501,50.78071,-1.14678,"11:01","Playing field","","Dog-walker at least one dog off lead","","David Stevenson","28/12/2015"
38439,50.82061,-1.24747,"12:41","Other","None","None","West hide Titchfield haven.
And no penduline tits either!","David Mallard","12/12/2015"
38436,50.82150,-1.18918,"08:37","Permanent pasture","None","Other","Horses in field but no people","David Mallard","19/12/2015"
38409,50.78319,-1.15829,"10:20","Sand/shingle bank","","Dog-walker at least one dog off lead","No waders","David Stevenson","24/12/2015"
38373,"50.83144N","0.97305W","12:00","Permanent pasture","None","None","","Ed Rowsell","22/12/2015"
38356,"50.84093N","1.03018W","12:30","Playing field","None","None","","Ed Rowsell","21/12/2015"
38348,"50.82614N","1.0319W","13:00-14:30","Sand/shingle bank","None","None","","Ed Rowsell","17/12/2015"
38345,"50.79585N","0.84423W","15:00","Arable-emerging cereal crop","None","None","","Ed Rowsell","15/12/2015"
38344,"50.79564N","0.84629W","15:00","Other","None","None","Clover ley?","Ed Rowsell","15/12/2015"
38343,"50.79591N","0.84994W","15:00","Other","None","None","Clover ley?","Ed Rowsell","15/12/2015"
38342,"50.79756N","0.84831W","15:00","Other","None","None","clover ley?","Ed Rowsell","15/12/2015"
38341,"50.7964N","0.85861W","15:00","Arable-emerging cereal crop","None","None","","Ed Rowsell","15/12/2015"
38340,"50.79962N","0.85505W","15:00","Arable-bare/ploughed","None","None","","Ed Rowsell","15/12/2015"
38339,"50.79946N","0.85998W","15:00","Arable-emerging broadleaved crop","None","None","Beans","Ed Rowsell","15/12/2015"
38338,"50.79971N","0.85488W","15:00","Arable-bare/ploughed","None","None","","Ed Rowsell","14/12/2015"
38337,"50.79762N","0.85191W","15:00","Arable-emerging cereal crop","None","None","","Ed Rowsell","15/12/2015"
38336,"50.8003N","0.85269W","15:00","Arable-bare/ploughed","None","None","","Ed Rowsell","14/12/2015"
38335,"50.79919N","0.8484W","15:00","Arable-emerging cereal crop","None","None","","Ed Rowsell","14/12/2015"
38245,"50.81381N","0.85094W","14:30","Arable-emerging cereal crop","Streamer","None","Not digitised","Ed Rowsell","15/12/2015"
38244,"50.81609N","0.86781W","14:30","Arable-emerging broadleaved crop","Streamer","None","C4D","Ed Rowsell","14/12/2015"
38243,"50.81465N","0.85897W","14:30","Arable-emerging cereal crop","Streamer","None","","Ed Rowsell","15/12/2015"
38242,"50.82065N","0.8594W","14:30","Arable-emerging cereal crop","Streamer","None","","Ed Rowsell","14/12/2015"
38241,"50.83802N","0.84858W","14:00","Arable-emerging cereal crop","None","None","","Ed Rowsell","14/12/2015"
38240,"50.83756N","0.85425W","14:00","Arable-emerging broadleaved crop","Banger","None","","Ed Rowsell","14/12/2015"
38239,"50.84103N","0.85734W","14:00","Arable-emerging cereal crop","None","None","","Ed Rowsell","14/12/2015"
38238,"50.83973N","0.86395W","14:00","Arable-emerging cereal crop","None","None","","Ed Rowsell","14/12/2015"
38231,"50.82081N","0.96514W","13:30","Arable-Stubble","None","None","weedy stubble","Ed Rowsell","15/12/2015"
38229,"50.8229N","0.95793W","13:30","Arable-emerging cereal crop","None","None","","Ed Rowsell","15/12/2015"
38228,"50.82463N","0.96707W","13:30","Arable-emerging cereal crop","None","None","","Ed Rowsell","14/12/2015"
38227,"50.84125N","0.98527W","13:30","Permanent pasture","None","Other","Cattle in field","Ed Rowsell","14/12/2015"
38226,"50.82986N","0.97295W","13:30","Arable-emerging cereal crop","None","None","","Ed Rowsell","14/12/2015"
38225,"50.83135N","0.97312W","13:30","Permanent pasture","None","None","","Ed Rowsell","14/12/2015"
38198,"50.7812N","1.1508W","13:00","Playing field","None","Walker","G06/G53","Ed Rowsell","07/12/2015"
38182,"50.84057N","1.0314W","08:30- 12:30","Permanent pasture","None","None","","Ed Rowsell","08/12/2015"
38180,"50.84214N","1.02548W","08:30- 12:30","Permanent pasture","None","None","","Ed Rowsell","08/12/2015"
38143,"50.82602N","1.0238W","11:15","Sand/shingle bank","None","None","","Robert Lee","10/12/2015"
38142,"50.82838N","1.03339W","11:20","Sand/shingle bank","None","None","","Robert Lee","10/12/2015"
38084,"50.82753N","0.95815W","12:30","Permanent pasture","None","None","H59B","Ed Rowsell","01/12/2015"
38083,"50.823N","0.95777W","12:30","Arable-emerging cereal crop","None","None","H59E","Ed Rowsell","01/12/2015"
38082,"50.82539N","0.95841W","12:30","Permanent pasture","None","None","H59D","Ed Rowsell","01/12/2015"
38080,"50.82696N","0.96605W","12:30","Arable-emerging cereal crop","None","None","H60E","Ed Rowsell","01/12/2015"
38078,"50.82971N","0.96468W","12:30","Permanent pasture","None","None","Recent agricultural work in field","Ed Rowsell","01/12/2015"
38076,"50.82648N","0.97184W","12:30","Arable-emerging cereal crop","None","None","H60D","Ed Rowsell","01/12/2015"
38075,"50.82976N","0.97335W","12:30","Arable-emerging cereal crop","None","None","H60J","Ed Rowsell","06/12/2015"
38074,"50.83142N","0.97309W","12:30","Permanent pasture","None","None","","Ed Rowsell","01/12/2015"
38042,"50.84179N","1.02023W","13:30","Saltmarsh","None","None","H68","Ed Rowsell","01/12/2015"
38040,"50.8384N","1.02298W","13:30","Permanent pasture","None","None","P10E","Ed Rowsell","01/12/2015"
38039,"50.84018N","1.02384W","13:30","Permanent pasture","None","None","P10G","Ed Rowsell","01/12/2015"
38038,"50.83709N","1.01551W","13:30","Saltmarsh","None","None","H69","Ed Rowsell","01/12/2015"
38037,"50.82564N","1.02202W","13:30","Sand/shingle bank","None","None","","Ed Rowsell","01/12/2015"
38036,"50.82645N","1.0242W","13:30","Sand/shingle bank","None","None","","Ed Rowsell","01/12/2015"
37950,"50.81397N","0.85169W","13:15","Arable-emerging cereal crop","None","None","Extreme weather. Not digitised.","Ed Rowsell","30/11/2015"
37949,"50.815N","0.85942W","13:00","Arable-emerging cereal crop","Streamer","None","Extreme weather. C4G.","Ed Rowsell","30/11/2015"
37947,"50.81812N","0.86646W","13:00","Arable-emerging cereal crop","Streamer","None","Extreme weather. Mostly WC. Whole of C4D.","Ed Rowsell","30/11/2015"
37946,"50.8185N","0.8486W","13:00","Arable-emerging cereal crop","None","None","Extreme weather. Mostly WC. C4B east","Ed Rowsell","30/11/2015"
37945,"50.82072N","0.85925W","12:45","Arable-emerging cereal crop","Streamer","None","Extreme weather. Mostly WC. C4B west","Ed Rowsell","30/11/2015"
37943,"50.83791N","0.84834W","12:45","Arable-emerging cereal crop","None","None","Extreme weather","Ed Rowsell","30/11/2015"
37942,"50.83764N","0.85427W","12:45","Arable-emerging broadleaved crop","Banger","None","Extreme weather","Ed Rowsell","30/11/2015"
37940,"50.84184N","0.86328W","12:45","Arable-emerging cereal crop","None","None","Extreme weather.","Ed Rowsell","30/11/2015"
37939,"50.81998N","0.87585W","12:45","Permanent pasture","None","None","Extreme weather","Ed Rowsell","30/11/2015"
37938,"50.82212N","0.87464W","12:45","Arable-Stubble","None","Farm/grounds maintenance","Extreme weather. C6","Ed Rowsell","30/11/2015"
37937,"50.82451N","0.874W","12:45","Arable-Stubble","None","None","Extreme weather. C26.","Ed Rowsell","01/12/2015"
37936,"50.82857N","0.87052W","12:45","Arable-Stubble","None","None","Extreme weather. C6B","Ed Rowsell","01/12/2015"
37935,"50.83497N","0.88091W","12:45","Arable-emerging cereal crop","None","None","Extreme weather. C7","Ed Rowsell","01/12/2015"
37934,"50.83248N","0.88851W","12:30","Arable-bare/ploughed","None","None","Extreme weather. Mostly plough. Whole of C9.","Ed Rowsell","01/12/2015"
37933,"50.84001N","0.86362W","12:30","Arable-emerging cereal crop","None","None","Extreme weather. C5B","Ed Rowsell","01/12/2015"
37932,"50.84069N","0.85649W","12:30","Arable-emerging cereal crop","None","None","Extreme weather. Whole of C5E","Ed Rowsell","01/12/2015"
37931,"50.83673N","0.88786W","12:30","Arable-bare/ploughed","None","None","Extreme weather. Mostly plough some winter cereal. Whole of C9A","Ed Rowsell","01/12/2015"
37930,"50.84031N","0.89009W","12:30","Arable-bare/ploughed","None","None","Extreme weather, mostly plough, whole of C9B","Ed Rowsell","01/12/2015"
37929,"50.8389N","0.91713W","12:30","Permanent pasture","None","None","Extreme weather","Ed Rowsell","01/12/2015"
37906,50.80832,-1.42908,"16:13","Other","","","Beaulieu river and woodland with salt marsh.  Mid tide slight drizzle","matt pringle","29/11/2015"
37881,50.81814,-1.23999,"09:49","Sand/shingle bank","None","Kite surfing","","David Mallard","28/11/2015"
37860,50.85110,-1.31711,"13:00","","","","","Andrew Balmer","27/11/2015"
37848,"50.84165N","1.02828W","11:30","Other","None","None","","Amy Brittan","26/11/2015"
37847,"50.84279N","1.02441W","11:30","Permanent pasture","None","None","","Amy Brittan","26/11/2015"
37846,"50.84076N","1.02042W","11:30","Saltmarsh","None","None","","Amy Brittan","26/11/2015"
