UniqueID,VP_Location ,Date,SurveyTime,Weather,Observer,Sheet,RecordID,Time,FieldID_Origin,Oknown,Landuse_Croptype,Sward_height,Species,Count,Disturb.Source_Code,No.Disturbers,Disturb.Response_Code,Other_movemt_activity,Destination_code,Dknown,Direction,Comments 
1339,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,CO3,11:20,Sea,,Water,,DB,30,,,,,,,,Preening calling
1340,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,CO3,11:20,Sea,,Water,,OC,6,,,,,,,,Preening
1341,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,CO4,11:25,Sea,,Water,,DB,64,,,,,,,,Sitting out on sea
1342,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,CO5,11:28,P23B,,Sports field,,DB,21,,,,,,,,Sitting out of wind
1343,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,MO3,11:35,Sea,Yes,Water,,DB,8,,,,,,No,East,8 geese flew from the sea heading eastward towards Hayling
1344,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,MO4,11:42,Sea,Yes,Water,,DB,22,"DX, J",2,f,,P23B,Yes,,A dog off lead followed shortly by a jogger flushed most of CO3. Geese flew into sports field (8 remained in bay)
1345,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,MO5,11:45,Sea,No,Water,,DB,8,,,,,P23B,Yes,,8 geese flew from CO4 to sports field (P23B); seconds later 49 flew from CO4 eastward towards Hayling (14 left in bays still)
1346,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,MO5,11:45,Sea,No,Water,,DB,49,,,,,East,No,,8 geese flew from CO4 to sports field (P23B); seconds later 49 flew from CO4 eastward towards Hayling (14 left in bays still)
1347,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,MO6,12:05,South,No,,,DB,18,,,,,P23B,Yes,,"Large flock came over from the south (origin not known); 18 landed in P23B, 70 continued northwards, came down out of sight (likely to be around P23R/P52/P54?)"
1348,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,MO7,12:05,South,No,,,DB,70,,,,,,No,,"Large flock came over from the south (origin not known); 18 landed in P23B, 70 continued northwards, came down out of sight (likely to be around P23R/P52/P54?)"
1349,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,CO6,12:11,P23B,,Sports field,,DB,142,,,,,,,,3 Juveniles. Feeding
1350,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,CO6,12:11,P23B,,Sports field,,BH,34,,,,,,,,
1351,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,1,CO6,12:11,P23B,,Sports field,,OC,4,,,,,,,,
1352,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO8,12:20,South,No,,,DB,75,,,,,Swan Lake,Yes,,"Large flock spotted in flight (opposite P23B) flying over sea. Origin not observed! :( Flew north, struggling against the winds as trying to land at Swan Lake (P23A) - most ended up ditching in the sea opposite the lake or back south opposite P23B; some managed to land in the lake"
1352.1,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO8,12:20,South,No,,,DB,90,,,,,Sea opposite Swan Lake,Yes,,"Large flock spotted in flight (opposite P23B) flying over sea. Origin not observed! :( Flew north, struggling against the winds as trying to land at Swan Lake (P23A) - most ended up ditching in the sea opposite the lake or back south opposite P23B; some managed to land in the lake"
1352.2,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO8,12:20,South,No,,,DB,62,,,,,Sea back south,Yes,,"Large flock spotted in flight (opposite P23B) flying over sea. Origin not observed! :( Flew north, struggling against the winds as trying to land at Swan Lake (P23A) - most ended up ditching in the sea opposite the lake or back south opposite P23B; some managed to land in the lake"
1353,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,CO7,12:25,P23A,,Water,,DB,75,,,,,,,,
1354,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,CO8,12:25,Sea,,Water,,DB,90,,,,,,,,
1355,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,CO9,12:25,Sea,,Water,,DB,62,,,,,,,,
1356,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO9,12:28,P23A,Yes,Water,,DB,65,,,,,P23B,Yes,,Flight from lake to field
1357,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO10,12:30,Sea,Yes,Water,,DB,90,,,,,P23B,Yes,,CO8 to sports field
1358,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO11,12:30,North,No,,,DB,60,,,,,P23B,Yes,,"Small flock flew from (P52/P54??) tried to land at Swan Lake (P23A); failed, went on to sports field (P23B)"
1359,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO12,12:32,P23A,Yes,Water,,DB,35,DX,2,F,,P23R,Yes,,2 dogs off lead disturbed the geese on the Lake; headed north to P23R at the exact same time as MO13
1360,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO13,12:32,P52,Yes,Sports field,,DB,150,,,,,Sea opposite Swan Lake,Yes,,Mass flush of geese from P52 split in several directions - most came south and tried to land in Swan Lake; failed and ditched in the sea opposite. Some went onto the sports field (P23B). Some went further north into the sea.
1360.1,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO13,12:32,P52,Yes,Sports field,,DB,75,,,,,P23B,Yes,,Mass flush of geese from P52 split in several directions - most came south and tried to land in Swan Lake; failed and ditched in the sea opposite. Some went onto the sports field (P23B). Some went further north into the sea.
1360.2,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO13,12:32,P52,Yes,Sports field,,DB,75,,,,,Sea further north,Yes,,Mass flush of geese from P52 split in several directions - most came south and tried to land in Swan Lake; failed and ditched in the sea opposite. Some went onto the sports field (P23B). Some went further north into the sea.
1361,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO14,12:40,Sea,Yes,Water,,DB,150,,,,,P52,Yes,,"Geese flew from sea (MO13 position) northward to P52 - no trigger, just took off. Small group flew into Swan Lake."
1362,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO15,12:40,Sea,Yes,Water,,DB,32,,,,,P23A,Yes,,"Geese flew from sea (MO13 position) northward to P52 - no trigger, just took off. Small group flew into Swan Lake."
1363,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,MO16,12:44,P23A,Yes,Water,,DB,62,,,,,P52,Yes,,
1364,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,CO10,12:48,P23R,,Public amenity grass,,OC,20,,,,,,,,
1365,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,2,CO10,12:48,P23R,,Public amenity grass,,DB,21,DX,1,f,,P52,,,
1366,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,MO18,13:05,unknown,No,,,DB,18,,,,,P23B,Yes,,Origin not oberved
1367,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,MO19,13:08,unknown,No,,,DB,12,,,,,P23B,Yes,,Origin not oberved
1368,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,CO11,13:15,P23B,,Sports field,,DB,372,,,,,,,,Feeding
1369,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,CO12,13:50,P12,,Golf course,,DB,202,,,,,,,,Feeding. 14 Juveniles
1370,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,MO20,13:52,East,No,,,DB,53,,,,,P12,Yes,,Origin not observed
1371,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,MO21,14:06,Not observed,No,,,DB,160,,,,,P12,Yes,,From Farlington?
1372,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,MO22,14:06,P12,Yes,Golf course,,DB,8,S,1,f,,P12,Yes,,
1373,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,MO23,14:42,Farlington?,No,Golf course,,DB,32,,,,,P12,Yes,,
1374,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,MO24,14:45,P12,Yes,Golf course,,DB,14,S,2,f,,P12,Yes,,
1375,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,CO13,14:45,P12,,Golf course,,DB,12,,,,,,,,5 Juveniles
1376,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,CO14,14:48,AR1,,,,DB,32,,,,,,,,Observed on the drive back home
1377,Portsmouth/Portchester,13/02/2017,,"Bright and sunny. Dry. Strong easterly wind, keeping the temperatures chilled.",Andy Rothwell,3,CO15,14:52,P08A,,,,DB,200,,,,,,,,Observed on the drive back home
1378,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO1,10:33,Sea,No,Water,,DB,300,,,,,P52,Yes,,At traffic lights c300 from east towards P52/P54. P54 only 10DB on arrival. Andy R drove by P52 and noted presence therefore MO1 most likely movement to destination P52
1379,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,CO1,10:40,P54,,Amenity grass,7.5,DB,10,,,,,,,,
1380,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO2,10:42,P52/Sea,No,,,DB,2,,,,,P54,Yes,,
1381,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO3,10:50,,No,,,DB,6,,,,,P52?,No,,Overhead. Thought about landing in P54
1382,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO4,11:03,P52/Sea,No,,,DB,2,,,,,P54,Yes,,As MO2
1383,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO5,11:05,South,No,Water,,DB,3,,,,,P54,Yes,,
1384,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO6,11:10,P52/Sea,No,,,DB,1,,,,,P54,Yes,,As MO2
1385,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO7,11:16,P52/Sea,No,,,DB,5,,,,,P54,Yes,,As MO2
1386,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,CO2,11:30,P52,,,,DB,500,MV,2,W,,,,,Occasional heads up and waddle away in groups coincidiung with large lorry pass
1387,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO8,11:46,P52,Yes,,,DB,2,,,,,North,No,,"Just 2 headed north, appeared to Solent but maybe inland out of view"
1388,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,CO3,12:24,P54,,Amenity grass,,DB,16,,,,,,,,Andy reported a movement of 50 in my direction. I did not see them (I did nip to car for layer of clothing but timing reported I would have been present at movement time and vigilantly watching all the time)
1389,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO9,12:27,P52,Yes,,,DB,50,?,,F,,East to Solent,Yes,,"100 took flight ? Cause about 50 east to Solent, 50 north, and 10 returned after circling. Remainder heads up about 1 minute."
1390,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO9,12:27,P52,Yes,,,DB,50,?,,F,,North,No,,"100 took flight ? Cause about 50 east to Solent, 50 north, and 10 returned after circling. Remainder heads up about 1 minute."
1391,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO10,12:33,P54,Yes,Amenity grass,,DB,16,,,,,P52,Yes,,
1392,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO10,12:33,P54,Yes,Amenity grass,,OC,20,,,,,P52,Yes,,
1393,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO11,12:33,P52,Yes,,,DB,250,?,,F,,North,No,,16 from P54 flying in to P52 with noisy oystercatchers (about 20) all took flight. About 250 north and 250 East. Did not see destination. As MO9
1394,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO11,12:33,P52,Yes,,,DB,250,?,,F,,East,No,,16 from P54 flying in to P52 with noisy oystercatchers (about 20) all took flight. About 250 north and 250 East. Did not see destination. As MO9
1395,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO12,12:39,Sea,No,Water,,DB,120,,,,,P54,Yes,,As MO1. To P54 from East Solent
1396,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,1,MO13,12:46,Sea,No,Water,,DB,60,,,,,P54,Yes,,As MO1. To P54 from East Solent
1397,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,2,MO14,13:00,Sea,No,Water,,DB,120,,,,,P52,Yes,,From same location as MO1
1398,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,2,MO15,13:05,P54,No,Amenity grass,,DB,50,,,,,P52,Yes,,From P54 direction
1399,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,2,CO4,13:06,P52,,,,DB,400,,,,,,,,"Of note building / pneumatic drill work on foot/cycle path. Birds always to East of field P52. Continuous close traffic noise with occastional louder lorry passes.  Possibly drowned out noise to birds. Near/in P54 workman noise more noticeable. Dog walker remarked that 200-300 in P54 in previous days. P54 fenced off ""Brent goose sanctuary"" sign posted"
1400,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,2,CO5,13:06,P54,,,,DB,0,,,,,,,,
1401,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,2,MO16,14:09,Sea,No,Water,,DB,25,,,,,P52,Yes,,From same location as MO1
1402,Portsmouth,13/02/2017,,"Bright, sunny, wind 4-5 in exposed",Ruth Kernohan,2,MO16,14:13,Sea,No,Water,,DB,18,,,,,P52,Yes,,From same location as MO1
1403,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,CO1,07:00,P80,No,,,DB,35,,,,,,,,Map 18
1404,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,CO2,07:15,P80,No,,,DB,74,,,,,,,,
1405,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,MO1,07:16,,No,,,DB,9,,,,,P80,Yes,,
1406,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,MO2,07:20,P80,Yes,,,DB,4,,,,,P80,Yes,,
1407,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,MO3,07:25,,No,,,DB,5,,,,,P80,Yes,,
1408,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,MO4,07:30,,No,,,DB,21,,,,,P80,Yes,,
1409,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,MO5,07:31,,No,,,DB,17,,,,,P80,Yes,,
1410,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,MO6,07:35,,No,,,DB,35,,,,,P80,Yes,,Flock split on approach to CO1 - 18 went straight there the rest circled over P40A before landing at CO1
1411,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,MO7,07:36,,Yes,,,DB,40,,,,,P40A,Yes,,"Birds were flying in to small creek to drink the freshwater flush on the intertidal. There was some movement across the intertidal and some from wider area. At 7:35 birds started flying over P40A with the first ones landing at 7:36. From then a gradual movement from CO1 to P40A - this continued to the Point where over 150 birds had flown to P40A - only 40 were left in the Creek. However there was still some movement across the Creek with birds going to CO1 to drink. Work started at 8:00 on Tipner, a large crash at one point caused the birds in the closest creek to fly to CO1. When birds flew to P40A they flew in a crescent, entering the site where there was a gap between tall trees"
1412,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,CO3,07:10,P40,,,,BH,137,,,,,,,,
1413,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,CO3,07:10,P40,,,,CM,46,,,,,,,,
1414,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,CO3,07:10,P40,,,,MU,1,,,,,,,,
1415,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,CO4,08:30,P39,,,,CM,14,,,,,,,,
1416,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,CO4,08:30,P39,,,,BH,48,,,,,,,,
1417,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,1,CO5,08:35,P45,,,,BH,1,,,,,,,,
1418,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,CO5,08:35,P45,,,,CM,1,,,,,,,,Map 18
1419,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,CO5,08:35,P45,,,,HG,1,,,,,,,,
1420,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,CO6,08:40,P48B,,,,BH,27,,,,,,,,
1421,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,CO6,08:40,P48B,,,,CM,5,,,,,,,,
1422,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,CO6,08:40,P48B,,,,HG,3,,,,,,,,
1423,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,CO7,08:40,P48B,,,,BH,7,,,,,,,,
1424,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,CO7,08:40,P48B,,,,CM,3,,,,,,,,
1425,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,CO7,08:40,P48B,,,,HG,2,,,,,,,,
1426,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,MO9,10:00,,No,,,DB,35,,,,,,Yes,,
1427,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,MO10,10:05,,No,,,DB,1,,,,,P19C?,Yes,,Map 22. Probably from P19C.
1428,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,CO8,10:20,,,,,DB,7,,,,,,,,"7 birds feeding on foreshore, one bird was colour-ringed - (Photo x)"
1429,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,MO11,10:45,,Yes,,,DB,6,,,,,,No,,
1430,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,MO12,10:47,,Yes,,,DB,4,,,,,,No,,
1431,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,MO13,11:10,,Yes,,,DB,4,,,,,,Yes,,
1432,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,2,CO9,11:40,P127,,,,DB,3,,,,,,,,
1433,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,CO9,11:40,P127,,,,OC,3,,,,,,,,Map 21
1434,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,CO9,11:40,P127,,,,HG,7,,,,,,,,
1435,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,CO9,11:40,P127,,,,BH,2,,,,,,,,
1436,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,CO9,11:40,P127,,,,CM,4,,,,,,,,
1437,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,MO14,11:45,,No,,,DB,8,,,,,The Kench,Yes,,Birds came from direction of Eastney lake and appeared to land on P127 - I think they saw me and veered east flying directly to the Kench
1438,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,CO10,11:55,,,Sea defence,,OC,12,,,,,,,,On sea defence
1439,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,MO15,11:57,,Yes,,,OC,12,,,F,,P127,Yes,,Birds flew to P127 when flushed
1440,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,CO11,12:20,P32A,,,,DB,520,,,,,,,,
1441,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,CO11,12:20,P32A,,,,BH,29,,,,,,,,
1442,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,CO11,12:20,P32A,,,,HG,8,,,,,,,,Map 15
1443,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,MO16,12:24,,No,,,DB,11,,,,,P32A,Yes,,Map 15
1444,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,MO17,12:26,,No,,,DB,2,,,,,P32A,Yes,,Map 15
1445,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,CO12,12:45,P32A,,,,DB,533,,,,,,,,Map 15
1446,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,CO13,12:53,P35,,,,DB,65,,,,,,,,"Map 15. Birds walked to path to drink in puddle, then walked NE to feed"
1447,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,3,CO14,13:35,P40A,,,,DB,221,,,,,,,,Map 18
1448,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,4,CO15,13:55,,,Sea defence,,RK,151,,,,,,,,On sea defence. Map 13
1449,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,4,CO15,13:55,,,Sea defence,,DN,1,,,,,,,,On sea defence. Map 13
1450,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,4,CO15,13:55,,,Sea defence,,TT,1,,,,,,,,On sea defence. Map 13
1451,Portchester/Portsmouth,13/02/2017,,"Moderate easterly, fine, dry",Trevor Codlin,4,CO16,14:15,P98,,,,DB,261,,,,,,,,
1452,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,CO1,10:10,C10B,,Amenity grass,,DB,0,,,,,,,,
1453,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,CO1,10:10,C10B,,Amenity grass,,CU,35,,,,,,,,
1454,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,CO1,10:10,C10B,,Amenity grass,,L,175,,,,,,,,
1455,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,CO1,10:10,C10B,,Amenity grass,,GP,83,,,,,,,,
1456,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,MO1,10:16,Harbour,Yes,,,DB,53,,,,,C10B,Yes,,
1457,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,MO2,10:35,Harbour,Yes,,,DB,8,,,,,C10B,Yes,,
1458,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,MO3,10:43,Harbour,No,,,DB,2,,,,,C10B,Yes,,
1459,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,MO4,10:51,C10B,Yes,Amenity grass,,DB,63,MV,1,A,,C10B,Yes,,"An army Landrover towing a small trailer drove E>W along runway to north (which is very rough, so vehicles rattle)"
1460,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,MO5,10:54,C10B,Yes,Amenity grass,,DB,63,"MV, W",21,W,,C10B,Yes,,A group of 20 soldiers escorted by a Landrover walking (not marching) W>E along perimeter road to south 
1461,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,MO6,11:08,C10B,Yes,Amenity grass,,DB,63,J,1,W,,C10B,Yes,,The Curlew reacted first and that made the geese move
1462,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,MO6,11:08,C10B,Yes,Amenity grass,,CU,35,J,1,W,,C10B,Yes,,The Curlew reacted first and that made the geese move
1463,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,MO7,11:20,C10B,Yes,Amenity grass,,DB,63,?,,F,,South to harbour,No,,Waders lifted but returned
1464,Thorney Island,13/01/2017,,"NW 6-7. sun, cold",Anne de Potier,1,MO7,11:20,C10B,Yes,Amenity grass,,CU,35,?,,f,,C10B,Yes,,Waders lifted but returned
